heat_no,grade,width_mm,thickness_mm,stage,enter_time,start_time,proc_end_time,exit_time,equipment,reason_code,due_date
H0038,API5L,1450,214,yard,2026-06-01 20:52:46.390477423,2026-06-01 20:52:46.390477423,2026-06-01 20:59:03.496989008,2026-06-01 20:59:03.496989008,YARD-1,,2026-06-02 02:50:19.604996383
H0039,SUS304,1450,294,ld,2026-06-01 19:17:17.357180005,2026-06-01 19:17:17.357180005,2026-06-01 19:22:36.508251679,2026-06-01 19:22:36.508251679,LD-1,,2026-06-02 00:47:25.303872104
H0039,SUS304,1450,294,lf_wait,2026-06-01 19:22:36.508251679,2026-06-01 19:22:36.508251679,2026-06-01 19:29:42.886292081,2026-06-01 19:29:42.886292081,LF_WAIT-3,,2026-06-02 00:47:25.303872104
H0039,SUS304,1450,294,lf,2026-06-01 19:29:42.886292081,2026-06-01 19:29:42.886292081,2026-06-01 19:51:51.625964093,2026-06-01 19:51:51.625964093,LF-1,,2026-06-02 00:47:25.303872104
H0039,SUS304,1450,294,tundish,2026-06-01 19:51:51.625964093,2026-06-01 20:09:45.416411032,2026-06-01 20:16:28.224959171,2026-06-01 20:30:41.154341422,TUNDISH-1,,2026-06-02 00:47:25.303872104
H0039,SUS304,1450,294,mold,2026-06-01 20:30:41.154341422,2026-06-01 20:30:41.154341422,2026-06-01 20:51:36.997842236,2026-06-01 20:51:36.997842236,MOLD-1,강종전환셋업,2026-06-02 00:47:25.303872104
H0039,SUS304,1450,294,cooling,2026-06-01 20:51:36.997842236,2026-06-01 20:51:36.997842236,2026-06-01 21:11:36.449941671,2026-06-01 21:11:36.449941671,COOLING-3,,2026-06-02 00:47:25.303872104
H0039,SUS304,1450,294,yard,2026-06-01 21:11:36.449941671,2026-06-01 21:11:36.449941671,2026-06-01 21:17:08.584378871,2026-06-01 21:17:08.584378871,YARD-1,,2026-06-02 00:47:25.303872104
H0040,SS400,1450,211,ld,2026-06-01 19:38:52.802494790,2026-06-01 19:38:52.802494790,2026-06-01 19:44:45.034883647,2026-06-01 19:44:45.034883647,LD-1,,2026-06-02 02:05:53.121312878
H0040,SS400,1450,211,lf_wait,2026-06-01 19:44:45.034883647,2026-06-01 19:44:45.034883647,2026-06-01 19:50:14.193662429,2026-06-01 19:50:14.193662429,LF_WAIT-1,,2026-06-02 02:05:53.121312878
H0040,SS400,1450,211,tundish,2026-06-01 19:50:14.193662429,2026-06-01 20:30:41.154341422,2026-06-01 20:36:58.501880440,2026-06-01 20:51:36.997842236,TUNDISH-1,,2026-06-02 02:05:53.121312878
H0040,SS400,1450,211,mold,2026-06-01 20:51:36.997842236,2026-06-01 20:51:36.997842236,2026-06-01 21:23:47.928998194,2026-06-01 21:23:47.928998194,MOLD-1,강종전환셋업,2026-06-02 02:05:53.121312878
H0040,SS400,1450,211,cooling,2026-06-01 21:23:47.928998194,2026-06-01 21:23:47.928998194,2026-06-01 21:40:54.965301801,2026-06-01 21:40:54.965301801,COOLING-4,,2026-06-02 02:05:53.121312878
H0040,SS400,1450,211,yard,2026-06-01 21:40:54.965301801,2026-06-01 21:40:54.965301801,2026-06-01 21:47:52.212203150,2026-06-01 21:47:52.212203150,YARD-1,,2026-06-02 02:05:53.121312878
H0041,API5L,1000,284,ld,2026-06-01 20:01:28.648196236,2026-06-01 20:01:28.648196236,2026-06-01 20:06:42.453584530,2026-06-01 20:06:42.453584530,LD-1,,2026-06-02 02:47:47.337247850
H0041,API5L,1000,284,lf_wait,2026-06-01 20:06:42.453584530,2026-06-01 20:06:42.453584530,2026-06-01 20:13:18.112862184,2026-06-01 20:13:18.112862184,LF_WAIT-2,,2026-06-02 02:47:47.337247850
H0041,API5L,1000,284,rh,2026-06-01 20:13:18.112862184,2026-06-01 20:13:18.112862184,2026-06-01 20:37:56.728452680,2026-06-01 20:37:56.728452680,RH-1,,2026-06-02 02:47:47.337247850
H0041,API5L,1000,284,tundish,2026-06-01 20:37:56.728452680,2026-06-01 20:51:36.997842236,2026-06-01 20:57:21.453940547,2026-06-01 21:23:47.928998194,TUNDISH-1,,2026-06-02 02:47:47.337247850
H0041,API5L,1000,284,mold,2026-06-01 21:23:47.928998194,2026-06-01 21:23:47.928998194,2026-06-01 21:46:39.986174199,2026-06-01 21:46:39.986174199,MOLD-1,강종전환셋업,2026-06-02 02:47:47.337247850
H0041,API5L,1000,284,cooling,2026-06-01 21:46:39.986174199,2026-06-01 21:46:39.986174199,2026-06-01 22:02:10.457773333,2026-06-01 22:02:10.457773333,COOLING-1,,2026-06-02 02:47:47.337247850
H0041,API5L,1000,284,yard,2026-06-01 22:02:10.457773333,2026-06-01 22:02:10.457773333,2026-06-01 22:09:11.558950924,2026-06-01 22:09:11.558950924,YARD-1,,2026-06-02 02:47:47.337247850
H0042,SUS304,1000,270,ld,2026-06-01 20:20:37.917764949,2026-06-01 20:20:37.917764949,2026-06-01 20:27:45.080183101,2026-06-01 20:27:45.080183101,LD-1,,2026-06-02 01:41:31.452009193
H0042,SUS304,1000,270,lf_wait,2026-06-01 20:27:45.080183101,2026-06-01 20:27:45.080183101,2026-06-01 20:35:07.456930000,2026-06-01 20:35:07.456930000,LF_WAIT-3,,2026-06-02 01:41:31.452009193
H0042,SUS304,1000,270,lf,2026-06-01 20:35:07.456930000,2026-06-01 20:35:07.456930000,2026-06-01 20:51:31.972455753,2026-06-01 20:51:31.972455753,LF-1,,2026-06-02 01:41:31.452009193
H0042,SUS304,1000,270,tundish,2026-06-01 20:51:31.972455753,2026-06-01 21:23:47.928998194,2026-06-01 21:29:35.957062871,2026-06-01 21:46:39.986174199,TUNDISH-1,,2026-06-02 01:41:31.452009193
H0042,SUS304,1000,270,mold,2026-06-01 21:46:39.986174199,2026-06-01 21:46:39.986174199,2026-06-01 22:07:45.347240669,2026-06-01 22:07:45.347240669,MOLD-1,강종전환셋업,2026-06-02 01:41:31.452009193
H0042,SUS304,1000,270,cooling,2026-06-01 22:07:45.347240669,2026-06-01 22:07:45.347240669,2026-06-01 22:26:20.678996889,2026-06-01 22:26:20.678996889,COOLING-2,,2026-06-02 01:41:31.452009193
H0042,SUS304,1000,270,yard,2026-06-01 22:26:20.678996889,2026-06-01 22:26:20.678996889,2026-06-01 22:31:54.126890305,2026-06-01 22:31:54.126890305,YARD-1,,2026-06-02 01:41:31.452009193
H0043,API5L,1050,208,ld,2026-06-01 20:41:06.299376677,2026-06-01 20:41:06.299376677,2026-06-01 20:47:12.051085668,2026-06-01 20:47:12.051085668,LD-1,,2026-06-02 05:25:30.432907944
H0043,API5L,1050,208,lf_wait,2026-06-01 20:47:12.051085668,2026-06-01 20:47:12.051085668,2026-06-01 20:53:31.165310984,2026-06-01 20:53:31.165310984,LF_WAIT-1,,2026-06-02 05:25:30.432907944
H0043,API5L,1050,208,rh,2026-06-01 20:53:31.165310984,2026-06-01 20:53:31.165310984,2026-06-01 21:16:38.080565354,2026-06-01 21:16:38.080565354,RH-1,,2026-06-02 05:25:30.432907944
H0043,API5L,1050,208,tundish,2026-06-01 21:16:38.080565354,2026-06-01 21:46:39.986174199,2026-06-01 21:53:10.505206226,2026-06-01 22:07:45.347240669,TUNDISH-1,,2026-06-02 05:25:30.432907944
H0043,API5L,1050,208,mold,2026-06-01 22:07:45.347240669,2026-06-01 22:07:45.347240669,2026-06-01 22:27:11.858011123,2026-06-01 22:27:11.858011123,MOLD-1,강종전환셋업,2026-06-02 05:25:30.432907944
H0043,API5L,1050,208,cooling,2026-06-01 22:27:11.858011123,2026-06-01 22:27:11.858011123,2026-06-01 22:44:58.951553934,2026-06-01 22:44:58.951553934,COOLING-3,,2026-06-02 05:25:30.432907944
H0043,API5L,1050,208,yard,2026-06-01 22:44:58.951553934,2026-06-01 22:44:58.951553934,2026-06-01 22:51:23.205483000,2026-06-01 22:51:23.205483000,YARD-1,,2026-06-02 05:25:30.432907944
H0044,SUS304,1050,289,ld,2026-06-01 21:01:57.313330599,2026-06-01 21:01:57.313330599,2026-06-01 21:09:06.579199141,2026-06-01 21:09:06.579199141,LD-1,,2026-06-02 03:19:49.483667478
H0044,SUS304,1050,289,lf_wait,2026-06-01 21:09:06.579199141,2026-06-01 21:09:06.579199141,2026-06-01 21:14:58.396590262,2026-06-01 21:14:58.396590262,LF_WAIT-2,,2026-06-02 03:19:49.483667478
H0044,SUS304,1050,289,lf,2026-06-01 21:14:58.396590262,2026-06-01 21:14:58.396590262,2026-06-01 21:36:50.998422760,2026-06-01 21:36:50.998422760,LF-1,,2026-06-02 03:19:49.483667478
H0044,SUS304,1050,289,tundish,2026-06-01 21:36:50.998422760,2026-06-01 22:07:45.347240669,2026-06-01 22:15:13.678856948,2026-06-01 22:27:11.858011123,TUNDISH-1,,2026-06-02 03:19:49.483667478
H0044,SUS304,1050,289,mold,2026-06-01 22:27:11.858011123,2026-06-01 22:27:11.858011123,2026-06-01 22:47:26.397398802,2026-06-01 22:47:26.397398802,MOLD-1,강종전환셋업,2026-06-02 03:19:49.483667478
H0044,SUS304,1050,289,cooling,2026-06-01 22:47:26.397398802,2026-06-01 22:47:26.397398802,2026-06-01 23:03:38.935787359,2026-06-01 23:03:38.935787359,COOLING-4,,2026-06-02 03:19:49.483667478
H0044,SUS304,1050,289,yard,2026-06-01 23:03:38.935787359,2026-06-01 23:03:38.935787359,2026-06-01 23:09:32.743024725,2026-06-01 23:09:32.743024725,YARD-1,,2026-06-02 03:19:49.483667478
H0045,API5L,1000,267,ld,2026-06-01 21:25:38.506002647,2026-06-01 21:25:38.506002647,2026-06-01 21:31:05.264382546,2026-06-01 21:31:05.264382546,LD-1,,2026-06-02 01:31:10.014117616
H0045,API5L,1000,267,lf_wait,2026-06-01 21:31:05.264382546,2026-06-01 21:31:05.264382546,2026-06-01 21:38:30.938160887,2026-06-01 21:38:30.938160887,LF_WAIT-3,,2026-06-02 01:31:10.014117616
H0045,API5L,1000,267,rh,2026-06-01 21:38:30.938160887,2026-06-01 21:38:30.938160887,2026-06-01 22:06:25.096728660,2026-06-01 22:06:25.096728660,RH-1,,2026-06-02 01:31:10.014117616
H0045,API5L,1000,267,tundish,2026-06-01 22:06:25.096728660,2026-06-01 22:27:11.858011123,2026-06-01 22:33:47.607364798,2026-06-01 22:47:26.397398802,TUNDISH-1,,2026-06-02 01:31:10.014117616
H0045,API5L,1000,267,mold,2026-06-01 22:47:26.397398802,2026-06-01 22:47:26.397398802,2026-06-01 23:05:59.811823162,2026-06-01 23:05:59.811823162,MOLD-1,강종전환셋업,2026-06-02 01:31:10.014117616
H0045,API5L,1000,267,cooling,2026-06-01 23:05:59.811823162,2026-06-01 23:05:59.811823162,2026-06-01 23:25:08.336662117,2026-06-01 23:25:08.336662117,COOLING-1,,2026-06-02 01:31:10.014117616
H0045,API5L,1000,267,yard,2026-06-01 23:25:08.336662117,2026-06-01 23:25:08.336662117,2026-06-01 23:31:44.595743894,2026-06-01 23:31:44.595743894,YARD-1,,2026-06-02 01:31:10.014117616
H0046,SS400,1500,204,ld,2026-06-01 21:45:28.190270784,2026-06-01 21:45:28.190270784,2026-06-01 21:52:12.743809498,2026-06-01 21:52:12.743809498,LD-1,,2026-06-02 03:09:59.227521787
H0046,SS400,1500,204,lf_wait,2026-06-01 21:52:12.743809498,2026-06-01 21:52:12.743809498,2026-06-01 21:57:51.501833918,2026-06-01 21:57:51.501833918,LF_WAIT-1,,2026-06-02 03:09:59.227521787
H0046,SS400,1500,204,tundish,2026-06-01 21:57:51.501833918,2026-06-01 22:47:26.397398802,2026-06-01 22:54:53.278031665,2026-06-01 23:05:59.811823162,TUNDISH-1,,2026-06-02 03:09:59.227521787
H0046,SS400,1500,204,mold,2026-06-01 23:05:59.811823162,2026-06-01 23:05:59.811823162,2026-06-01 23:26:10.714988524,2026-06-01 23:26:10.714988524,MOLD-1,강종전환셋업,2026-06-02 03:09:59.227521787
H0046,SS400,1500,204,cooling,2026-06-01 23:26:10.714988524,2026-06-01 23:26:10.714988524,2026-06-01 23:57:08.946495306,2026-06-01 23:57:08.946495306,COOLING-2,설비점검,2026-06-02 03:09:59.227521787
H0046,SS400,1500,204,yard,2026-06-01 23:57:08.946495306,2026-06-01 23:57:08.946495306,2026-06-02 00:02:57.191455044,2026-06-02 00:02:57.191455044,YARD-1,,2026-06-02 03:09:59.227521787
H0047,SUS304,1500,252,ld,2026-06-01 22:06:15.822734859,2026-06-01 22:06:15.822734859,2026-06-01 22:11:46.300380324,2026-06-01 22:11:46.300380324,LD-1,,2026-06-02 06:51:34.243370687
H0047,SUS304,1500,252,lf_wait,2026-06-01 22:11:46.300380324,2026-06-01 22:11:46.300380324,2026-06-01 22:18:57.701282528,2026-06-01 22:18:57.701282528,LF_WAIT-2,,2026-06-02 06:51:34.243370687
H0047,SUS304,1500,252,lf,2026-06-01 22:18:57.701282528,2026-06-01 22:18:57.701282528,2026-06-01 22:35:59.739752609,2026-06-01 22:35:59.739752609,LF-1,,2026-06-02 06:51:34.243370687
H0047,SUS304,1500,252,tundish,2026-06-01 22:35:59.739752609,2026-06-01 23:05:59.811823162,2026-06-01 23:11:26.420774860,2026-06-01 23:26:10.714988524,TUNDISH-1,,2026-06-02 06:51:34.243370687
H0047,SUS304,1500,252,mold,2026-06-01 23:26:10.714988524,2026-06-01 23:26:10.714988524,2026-06-02 00:06:48.503815727,2026-06-02 00:06:48.503815727,MOLD-1,강종전환셋업,2026-06-02 06:51:34.243370687
H0047,SUS304,1500,252,cooling,2026-06-02 00:06:48.503815727,2026-06-02 00:06:48.503815727,2026-06-02 00:28:35.826286721,2026-06-02 00:28:35.826286721,COOLING-3,,2026-06-02 06:51:34.243370687
H0047,SUS304,1500,252,yard,2026-06-02 00:28:35.826286721,2026-06-02 00:28:35.826286721,2026-06-02 00:34:04.574776299,2026-06-02 00:34:04.574776299,YARD-1,,2026-06-02 06:51:34.243370687
H0048,SS400,1500,238,ld,2026-06-01 22:27:33.345288566,2026-06-01 22:27:33.345288566,2026-06-01 22:33:15.359432880,2026-06-01 22:33:15.359432880,LD-1,,2026-06-02 05:00:18.418359321
H0048,SS400,1500,238,lf_wait,2026-06-01 22:33:15.359432880,2026-06-01 22:33:15.359432880,2026-06-01 22:38:50.046680751,2026-06-01 22:38:50.046680751,LF_WAIT-3,,2026-06-02 05:00:18.418359321
H0048,SS400,1500,238,tundish,2026-06-01 22:38:50.046680751,2026-06-01 23:26:10.714988524,2026-06-01 23:32:26.296949316,2026-06-02 00:06:48.503815727,TUNDISH-1,,2026-06-02 05:00:18.418359321
H0048,SS400,1500,238,mold,2026-06-02 00:06:48.503815727,2026-06-02 00:06:48.503815727,2026-06-02 00:29:12.149845988,2026-06-02 00:29:12.149845988,MOLD-1,강종전환셋업,2026-06-02 05:00:18.418359321
H0048,SS400,1500,238,cooling,2026-06-02 00:29:12.149845988,2026-06-02 00:29:12.149845988,2026-06-02 00:46:37.689531665,2026-06-02 00:46:37.689531665,COOLING-4,,2026-06-02 05:00:18.418359321
H0048,SS400,1500,238,yard,2026-06-02 00:46:37.689531665,2026-06-02 00:46:37.689531665,2026-06-02 00:53:18.474625158,2026-06-02 00:53:18.474625158,YARD-1,,2026-06-02 05:00:18.418359321
H0049,SS400,1550,299,ld,2026-06-01 22:48:58.720521879,2026-06-01 22:48:58.720521879,2026-06-01 22:55:32.043056882,2026-06-01 22:55:32.043056882,LD-1,,2026-06-02 03:06:38.076338640
H0049,SS400,1550,299,lf_wait,2026-06-01 22:55:32.043056882,2026-06-01 22:55:32.043056882,2026-06-01 23:02:48.241418770,2026-06-01 23:02:48.241418770,LF_WAIT-1,,2026-06-02 03:06:38.076338640
H0049,SS400,1550,299,tundish,2026-06-01 23:02:48.241418770,2026-06-02 00:06:48.503815727,2026-06-02 00:13:49.539672936,2026-06-02 00:29:12.149845988,TUNDISH-1,,2026-06-02 03:06:38.076338640
H0049,SS400,1550,299,mold,2026-06-02 00:29:12.149845988,2026-06-02 00:29:12.149845988,2026-06-02 00:41:05.618281268,2026-06-02 00:41:05.618281268,MOLD-1,,2026-06-02 03:06:38.076338640
H0049,SS400,1550,299,cooling,2026-06-02 00:41:05.618281268,2026-06-02 00:41:05.618281268,2026-06-02 01:00:51.843263740,2026-06-02 01:00:51.843263740,COOLING-1,,2026-06-02 03:06:38.076338640
H0049,SS400,1550,299,yard,2026-06-02 01:00:51.843263740,2026-06-02 01:00:51.843263740,2026-06-02 01:07:41.656949980,2026-06-02 01:07:41.656949980,YARD-1,,2026-06-02 03:06:38.076338640
H0050,API5L,1550,212,ld,2026-06-01 23:10:36.816888977,2026-06-01 23:10:36.816888977,2026-06-01 23:16:27.303224266,2026-06-01 23:16:27.303224266,LD-1,,2026-06-02 07:03:17.774041012
H0050,API5L,1550,212,lf_wait,2026-06-01 23:16:27.303224266,2026-06-01 23:16:27.303224266,2026-06-01 23:22:56.761852239,2026-06-01 23:22:56.761852239,LF_WAIT-2,,2026-06-02 07:03:17.774041012
H0050,API5L,1550,212,rh,2026-06-01 23:22:56.761852239,2026-06-01 23:22:56.761852239,2026-06-01 23:44:12.678676668,2026-06-01 23:44:12.678676668,RH-1,,2026-06-02 07:03:17.774041012
H0050,API5L,1550,212,tundish,2026-06-01 23:44:12.678676668,2026-06-02 00:29:12.149845988,2026-06-02 00:36:05.787090539,2026-06-02 00:41:05.618281268,TUNDISH-1,,2026-06-02 07:03:17.774041012
H0050,API5L,1550,212,mold,2026-06-02 00:41:05.618281268,2026-06-02 00:41:05.618281268,2026-06-02 01:01:09.867096253,2026-06-02 01:01:09.867096253,MOLD-1,강종전환셋업,2026-06-02 07:03:17.774041012
H0050,API5L,1550,212,cooling,2026-06-02 01:01:09.867096253,2026-06-02 01:01:09.867096253,2026-06-02 01:20:17.195321692,2026-06-02 01:20:17.195321692,COOLING-2,,2026-06-02 07:03:17.774041012
H0050,API5L,1550,212,yard,2026-06-02 01:20:17.195321692,2026-06-02 01:20:17.195321692,2026-06-02 01:27:22.783378909,2026-06-02 01:27:22.783378909,YARD-1,,2026-06-02 07:03:17.774041012
H0051,API5L,1450,237,ld,2026-06-01 23:30:59.174244172,2026-06-01 23:30:59.174244172,2026-06-01 23:36:21.758682044,2026-06-01 23:36:21.758682044,LD-1,,2026-06-02 05:32:55.423726292
H0051,API5L,1450,237,lf_wait,2026-06-01 23:36:21.758682044,2026-06-01 23:36:21.758682044,2026-06-01 23:41:48.027692204,2026-06-01 23:41:48.027692204,LF_WAIT-3,,2026-06-02 05:32:55.423726292
H0051,API5L,1450,237,rh,2026-06-01 23:41:48.027692204,2026-06-01 23:44:12.678676668,2026-06-02 00:12:52.119660481,2026-06-02 00:12:52.119660481,RH-1,,2026-06-02 05:32:55.423726292
H0051,API5L,1450,237,tundish,2026-06-02 00:12:52.119660481,2026-06-02 00:41:05.618281268,2026-06-02 00:48:32.729964228,2026-06-02 01:01:09.867096253,TUNDISH-1,,2026-06-02 05:32:55.423726292
H0051,API5L,1450,237,mold,2026-06-02 01:01:09.867096253,2026-06-02 01:01:09.867096253,2026-06-02 01:15:13.588337730,2026-06-02 01:15:13.588337730,MOLD-1,,2026-06-02 05:32:55.423726292
H0051,API5L,1450,237,cooling,2026-06-02 01:15:13.588337730,2026-06-02 01:15:13.588337730,2026-06-02 01:53:20.466702594,2026-06-02 01:53:20.466702594,COOLING-3,크레인대기,2026-06-02 05:32:55.423726292
H0051,API5L,1450,237,yard,2026-06-02 01:53:20.466702594,2026-06-02 01:53:20.466702594,2026-06-02 01:59:19.543037434,2026-06-02 01:59:19.543037434,YARD-1,,2026-06-02 05:32:55.423726292
H0052,SUS304,1450,281,ld,2026-06-01 23:52:45.670054027,2026-06-01 23:52:45.670054027,2026-06-02 00:21:27.259950064,2026-06-02 00:21:27.259950064,LD-1,온도조정,2026-06-02 04:31:45.945861530
H0052,SUS304,1450,281,lf_wait,2026-06-02 00:21:27.259950064,2026-06-02 00:21:27.259950064,2026-06-02 00:28:45.056800923,2026-06-02 00:28:45.056800923,LF_WAIT-1,,2026-06-02 04:31:45.945861530
H0052,SUS304,1450,281,lf,2026-06-02 00:28:45.056800923,2026-06-02 00:28:45.056800923,2026-06-02 00:44:30.366562704,2026-06-02 00:44:30.366562704,LF-1,,2026-06-02 04:31:45.945861530
H0052,SUS304,1450,281,tundish,2026-06-02 00:44:30.366562704,2026-06-02 01:01:09.867096253,2026-06-02 01:08:26.818916186,2026-06-02 01:15:13.588337730,TUNDISH-1,,2026-06-02 04:31:45.945861530
H0052,SUS304,1450,281,mold,2026-06-02 01:15:13.588337730,2026-06-02 01:15:13.588337730,2026-06-02 01:34:13.497268701,2026-06-02 01:34:13.497268701,MOLD-1,강종전환셋업,2026-06-02 04:31:45.945861530
H0052,SUS304,1450,281,cooling,2026-06-02 01:34:13.497268701,2026-06-02 01:34:13.497268701,2026-06-02 01:51:42.982769142,2026-06-02 01:51:42.982769142,COOLING-4,,2026-06-02 04:31:45.945861530
H0052,SUS304,1450,281,yard,2026-06-02 01:51:42.982769142,2026-06-02 01:51:42.982769142,2026-06-02 01:57:02.978416943,2026-06-02 01:57:02.978416943,YARD-1,,2026-06-02 04:31:45.945861530
H0053,SUS304,1450,247,ld,2026-06-02 00:12:40.916692524,2026-06-02 00:12:40.916692524,2026-06-02 00:20:03.136960876,2026-06-02 00:20:03.136960876,LD-1,,2026-06-02 08:40:12.743317424
H0053,SUS304,1450,247,lf_wait,2026-06-02 00:20:03.136960876,2026-06-02 00:20:03.136960876,2026-06-02 00:26:56.023699002,2026-06-02 00:26:56.023699002,LF_WAIT-2,,2026-06-02 08:40:12.743317424
H0053,SUS304,1450,247,lf,2026-06-02 00:26:56.023699002,2026-06-02 00:44:30.366562704,2026-06-02 01:02:47.596678556,2026-06-02 01:02:47.596678556,LF-1,,2026-06-02 08:40:12.743317424
H0053,SUS304,1450,247,tundish,2026-06-02 01:02:47.596678556,2026-06-02 01:15:13.588337730,2026-06-02 01:21:30.054311171,2026-06-02 01:34:13.497268701,TUNDISH-1,,2026-06-02 08:40:12.743317424
H0053,SUS304,1450,247,mold,2026-06-02 01:34:13.497268701,2026-06-02 01:34:13.497268701,2026-06-02 02:03:17.476025919,2026-06-02 02:03:17.476025919,MOLD-1,크레인대기,2026-06-02 08:40:12.743317424
H0053,SUS304,1450,247,cooling,2026-06-02 02:03:17.476025919,2026-06-02 02:03:17.476025919,2026-06-02 02:21:47.584637343,2026-06-02 02:21:47.584637343,COOLING-1,,2026-06-02 08:40:12.743317424
H0053,SUS304,1450,247,yard,2026-06-02 02:21:47.584637343,2026-06-02 02:21:47.584637343,2026-06-02 02:27:45.811426924,2026-06-02 02:27:45.811426924,YARD-1,,2026-06-02 08:40:12.743317424
H0054,SS400,1550,245,ld,2026-06-02 00:31:14.532021399,2026-06-02 00:31:14.532021399,2026-06-02 00:38:39.953811533,2026-06-02 00:38:39.953811533,LD-1,,2026-06-02 06:10:33.571144009
H0054,SS400,1550,245,lf_wait,2026-06-02 00:38:39.953811533,2026-06-02 00:38:39.953811533,2026-06-02 00:45:44.637327331,2026-06-02 00:45:44.637327331,LF_WAIT-3,,2026-06-02 06:10:33.571144009
H0054,SS400,1550,245,tundish,2026-06-02 00:45:44.637327331,2026-06-02 01:34:13.497268701,2026-06-02 01:39:50.040506121,2026-06-02 02:03:17.476025919,TUNDISH-1,,2026-06-02 06:10:33.571144009
H0054,SS400,1550,245,mold,2026-06-02 02:03:17.476025919,2026-06-02 02:03:17.476025919,2026-06-02 02:24:27.359163632,2026-06-02 02:24:27.359163632,MOLD-1,강종전환셋업,2026-06-02 06:10:33.571144009
H0054,SS400,1550,245,cooling,2026-06-02 02:24:27.359163632,2026-06-02 02:24:27.359163632,2026-06-02 02:46:52.529794134,2026-06-02 02:46:52.529794134,COOLING-2,,2026-06-02 06:10:33.571144009
H0054,SS400,1550,245,yard,2026-06-02 02:46:52.529794134,2026-06-02 02:46:52.529794134,2026-06-02 02:52:28.079396954,2026-06-02 02:52:28.079396954,YARD-1,,2026-06-02 06:10:33.571144009
H0055,SS400,1500,227,ld,2026-06-02 00:55:15.132715469,2026-06-02 00:55:15.132715469,2026-06-02 01:02:12.641790672,2026-06-02 01:02:12.641790672,LD-1,,2026-06-02 06:19:07.904182863
H0055,SS400,1500,227,lf_wait,2026-06-02 01:02:12.641790672,2026-06-02 01:02:12.641790672,2026-06-02 01:08:44.463146137,2026-06-02 01:08:44.463146137,LF_WAIT-2,,2026-06-02 06:19:07.904182863
H0055,SS400,1500,227,tundish,2026-06-02 01:08:44.463146137,2026-06-02 02:03:17.476025919,2026-06-02 02:10:45.176076905,2026-06-02 02:24:27.359163632,TUNDISH-1,,2026-06-02 06:19:07.904182863
H0055,SS400,1500,227,mold,2026-06-02 02:24:27.359163632,2026-06-02 02:24:27.359163632,2026-06-02 02:37:14.941215208,2026-06-02 02:37:14.941215208,MOLD-1,,2026-06-02 06:19:07.904182863
H0055,SS400,1500,227,cooling,2026-06-02 02:37:14.941215208,2026-06-02 02:37:14.941215208,2026-06-02 02:53:20.429397496,2026-06-02 02:53:20.429397496,COOLING-4,,2026-06-02 06:19:07.904182863
H0055,SS400,1500,227,yard,2026-06-02 02:53:20.429397496,2026-06-02 02:53:20.429397496,2026-06-02 02:58:45.409062552,2026-06-02 02:58:45.409062552,YARD-1,,2026-06-02 06:19:07.904182863
H0056,API5L,1500,241,ld,2026-06-02 01:13:03.787460042,2026-06-02 01:13:03.787460042,2026-06-02 01:18:28.040690336,2026-06-02 01:18:28.040690336,LD-1,,2026-06-02 06:48:35.725639861
H0056,API5L,1500,241,lf_wait,2026-06-02 01:18:28.040690336,2026-06-02 01:18:28.040690336,2026-06-02 01:23:50.406190513,2026-06-02 01:23:50.406190513,LF_WAIT-1,,2026-06-02 06:48:35.725639861
H0056,API5L,1500,241,rh,2026-06-02 01:23:50.406190513,2026-06-02 01:23:50.406190513,2026-06-02 01:48:32.612713932,2026-06-02 01:48:32.612713932,RH-1,,2026-06-02 06:48:35.725639861
H0056,API5L,1500,241,tundish,2026-06-02 01:48:32.612713932,2026-06-02 02:24:27.359163632,2026-06-02 02:30:58.847070204,2026-06-02 02:37:14.941215208,TUNDISH-1,,2026-06-02 06:48:35.725639861
H0056,API5L,1500,241,mold,2026-06-02 02:37:14.941215208,2026-06-02 02:37:14.941215208,2026-06-02 02:58:12.186006118,2026-06-02 02:58:12.186006118,MOLD-1,강종전환셋업,2026-06-02 06:48:35.725639861
H0056,API5L,1500,241,cooling,2026-06-02 02:58:12.186006118,2026-06-02 02:58:12.186006118,2026-06-02 03:20:02.766735293,2026-06-02 03:20:02.766735293,COOLING-3,,2026-06-02 06:48:35.725639861
H0056,API5L,1500,241,yard,2026-06-02 03:20:02.766735293,2026-06-02 03:20:02.766735293,2026-06-02 03:25:52.201502673,2026-06-02 03:25:52.201502673,YARD-1,,2026-06-02 06:48:35.725639861
H0057,SUS304,1450,251,ld,2026-06-02 01:35:42.305668627,2026-06-02 01:35:42.305668627,2026-06-02 01:42:30.891457972,2026-06-02 01:42:30.891457972,LD-1,,2026-06-02 06:14:34.281189698
H0057,SUS304,1450,251,lf_wait,2026-06-02 01:42:30.891457972,2026-06-02 01:42:30.891457972,2026-06-02 01:49:46.385872149,2026-06-02 01:49:46.385872149,LF_WAIT-3,,2026-06-02 06:14:34.281189698
H0057,SUS304,1450,251,lf,2026-06-02 01:49:46.385872149,2026-06-02 01:49:46.385872149,2026-06-02 02:06:08.466084834,2026-06-02 02:06:08.466084834,LF-1,,2026-06-02 06:14:34.281189698
H0057,SUS304,1450,251,tundish,2026-06-02 02:06:08.466084834,2026-06-02 02:37:14.941215208,2026-06-02 02:43:50.842934384,2026-06-02 02:58:12.186006118,TUNDISH-1,,2026-06-02 06:14:34.281189698
